FABP4	2.03e-80
LOC401286	5.74e-80
AGER	4.82e-75
	5.97e-74
LYVE1	6.93e-74
AGER	8.3e-74
SH3GL3	9.23e-72
PYCR1	6.82e-69
LYVE1	2.24e-68
TCF21	5.05e-68
	1.72e-67
FMO2	2.62e-67
ITLN2	4.38e-67
CLEC1A	1.05e-66
MMRN1	2.83e-64
ADH1B	3.39e-64
PECAM1	6.97e-64
CAV1	6.97e-64
AGER	6.97e-64
EDNRB	8.7e-64
TCF21	2.31e-63
CLEC3B	5.29e-63
CAV1	1.39e-62
STX11	1.67e-62
FAM107A	1.76e-62
LDB2	8.15e-62
SLIT3	5.66e-61
RHOJ	6.74e-61
RGCC	1.58e-60
LGI3	5.51e-60
TCF21	9.08e-60
CDO1	2.05e-59
JAM2	2.22e-59
KANK3	2.22e-59
SPOCK2	1.29e-58
TEK	1.72e-58
S1PR1	1.79e-58
	2.19e-58
TEK	2.99e-58
SPTBN1	4.78e-58
C10orf67	1.08e-57
RHOJ	2.13e-57
ETV4	4.64e-57
	4.81e-57
ETV4	7.42e-57
ABCA8	1.4e-56
PLAC9	1.4e-56
CD36	1.49e-56
SGCG	1.56e-56
SOX17	1.8e-56
CNRIP1	2.48e-56
CYYR1	2.48e-56
ADAMTS8	2.63e-56
	2.9e-56
GHR	3.97e-56
EMCN	8.36e-56
FXYD1	1.06e-55
MFAP4	1.3e-55
DNASE1L3	1.91e-55
SCARA5	1.95e-55
CA4	2.34e-55
CCM2L	2.47e-55
GSTM5	1.94e-54
ABCA9	2.85e-54
CDH5	9.5e-54
CCL23	1.07e-53
PTPRB	1.15e-53
FHL1	1.41e-53
CD36	1.47e-53
ADARB1	1.58e-53
ACADL	2.71e-53
COX7A1	3.92e-53
SYT15	6.7e-53
GDF10	9.36e-53
PI16	1.73e-52
CD300LG	1.75e-52
STX1A	2.21e-52
CHMP4B	2.57e-52
CDO1	3.78e-52
GPR146	4.18e-52
KDM5B	4.98e-52
CAV2	5.95e-52
SRPX	6.01e-52
FPR2	7.2e-52
CCL14	7.2e-52
SPARCL1	1.23e-51
FAM110D	1.32e-51
CD93	1.35e-51
ECSCR	1.92e-51
LIMS2	2.78e-51
LILRA5	3.73e-51
COL6A6	3.73e-51
GPIHBP1	4.41e-51
HEG1	5.13e-51
GLIPR2	6.78e-51
WNT3A	8.3e-51
RPL13AP17	1.24e-50
BCHE	1.43e-50
HSPA12B	1.75e-50
FAM150B	2.4e-50
MMP11	2.4e-50
MCEMP1	2.93e-50
MS4A7	3.25e-50
LTC4S	4.69e-50
SVEP1	5.06e-50
SPARCL1	6.19e-50
SNCA	8.29e-50
FAM110D	8.62e-50
FHL5	9.49e-50
MFNG	1.15e-49
	1.15e-49
SH2D3C	1.65e-49
HBB	1.73e-49
HIGD1B	1.78e-49
CLEC12A	1.79e-49
C16orf59	1.96e-49
	2.39e-49
CRYAB	2.92e-49
TM6SF1	3.46e-49
IGSF9	4.16e-49
HBA2	4.68e-49
VWF	6.49e-49
PLPP3	7.06e-49
BAIAP2L1	7.06e-49
	8.24e-49
NLRC4	9.09e-49
DBNDD1	1.64e-48
	2.09e-48
CELF2	3.18e-48
GYPE	3.79e-48
C1orf162	4.33e-48
RTKN2	4.33e-48
CCDC50	7.35e-48
CFD	7.4e-48
UBE2O	1.02e-47
GYPE	1.98e-47
PPP1R14B	2.59e-47
AFF3	3.37e-47
FEZ1	3.64e-47
CLEC14A	3.75e-47
TOP2A	5.15e-47
HBA1	6.88e-47
	7.33e-47
FGFBP2	8.29e-47
GYPC	8.62e-47
GYPC	1.2e-46
	1.37e-46
HSPB2	1.45e-46
MSRB3	1.62e-46
