TNXB///TNXA	3.94e-47
ADAMTS8	1.1e-46
TNXB///TNXA	1.1e-46
TNXB///TNXA	1.12e-46
ADAMTS8	2.01e-46
AGER	1.91e-45
FAM107A	4.44e-45
AGER	4.5e-45
ADH1B	5.05e-45
CA4	7.17e-45
LRRC36	9.31e-45
VEPH1	1.53e-44
GKN2	2.61e-44
ACADL	2.79e-44
SPTBN1	2.08e-43
TNXB///TNXA	2.08e-43
QKI	2.61e-43
MAMDC2	9.81e-43
PIR-FIGF///FIGF	1.41e-42
	2.24e-42
ITIH5	3.1e-42
SLIT3	6.74e-42
PCAT19	1.22e-41
CLIC5	2.85e-41
	2.85e-41
IGSF10	7.38e-41
TEK	1.31e-40
GDF10	1.31e-40
ITGA1	1.49e-40
TNNC1	1.71e-40
ROBO4	3e-40
EMCN	3.05e-40
PHACTR1	3.54e-40
GPM6A	3.79e-40
STX11	4.55e-40
CA4	4.85e-40
MCEMP1	6.06e-40
EDNRB	6.38e-40
FCN3	7.28e-40
ADAMTS9-AS2	8.39e-40
GLDN	8.84e-40
FAM189A2	8.91e-40
TCF21	9.58e-40
GPM6A	1.03e-39
SLC46A2	1.11e-39
MYZAP	1.62e-39
SFTA1P	1.72e-39
RAMP3	1.98e-39
FAM107A	2.02e-39
JAM2	2.07e-39
KCNK3	2.11e-39
	2.54e-39
PTPRB	3e-39
BTNL9	4.1e-39
LINC00968	4.37e-39
	4.48e-39
IGSF10	4.49e-39
WWC2///CLDN22	7.21e-39
	9.79e-39
ASPA	1.03e-38
	1.3e-38
C1QTNF7	1.35e-38
ARHGAP31	1.5e-38
DENND3	1.57e-38
CLDN18	1.94e-38
QKI	2.69e-38
ANKRD29	2.81e-38
GAPDH	2.82e-38
	3.49e-38
PLA2G1B	4.97e-38
ARHGEF15	5.09e-38
NOSTRIN	5.73e-38
CELF2	6.05e-38
GPR146	6.09e-38
OR7E47P	6.13e-38
EDNRB	6.94e-38
FHL5	7.8e-38
IFT57	9.03e-38
SHROOM4	1.01e-37
UBE2T	1.06e-37
ECSCR	1.09e-37
KANK3	1.11e-37
ECSCR	1.2e-37
SFTPC	1.24e-37
MMRN2	1.24e-37
ADAMTSL3	1.59e-37
MMRN2	1.64e-37
MYCT1	1.66e-37
GAPDH	1.98e-37
EXOSC7///CLEC3B	2.22e-37
	2.68e-37
GAPDH	3.05e-37
